Name	sample1	sample2	sample3	sample4	sample5	sample6
K08710	0	0	0	0	0	1
K08714	2	2	1	2	0	0
K08722	0	0	1	0	0	0
K08734	0	0	1	2	0	1
K08736	0	0	1	0	0	0
K08737	1	1	0	1	1	0
K08738	2	0	0	2	2	1
K08740	1	0	0	1	0	0
K08744	0	0	1	0	0	0
K08764	1	0	0	1	1	0
K08765	1	0	0	0	0	0
K08767	0	1	0	0	1	0
K08770	0	0	0	1	1	4
K08773	0	0	0	0	1	0
K08776	1	1	3	1	0	1
K08777	0	0	1	0	0	0
K08788	0	1	0	0	0	0
K08789	0	1	0	0	0	0
K08790	2	0	0	1	1	0
K08791	2	0	0	0	0	2
K08793	0	0	0	1	0	0
K08794	0	1	0	1	1	1
K08795	0	1	0	1	0	0
K08796	0	0	2	0	0	0
K08798	0	0	0	0	0	2
K08799	0	0	1	0	0	0
K08800	0	0	0	0	0	2
K08802	0	0	1	0	0	0
K08803	0	1	0	0	0	0
K08805	1	0	1	0	0	0
K08808	0	0	0	0	1	0
K08810	0	0	1	0	0	1
K08811	1	0	1	0	0	0
K08815	0	0	0	0	1	0
K08817	0	0	0	1	0	0
K08818	1	2	2	3	0	2
K08819	0	3	0	1	0	0
K08820	0	0	0	1	1	0
K08822	0	0	1	2	1	0
K08823	0	0	0	1	0	0
K08824	1	0	0	0	0	0
K08825	0	1	0	0	2	0
K08826	0	1	0	0	0	0
K08827	0	0	1	0	0	0
K08828	0	0	0	0	0	1
K08829	0	0	1	0	0	1
K08830	1	0	0	3	1	0
K08831	1	0	0	0	0	0
K08832	1	1	0	0	0	0
K08833	1	0	0	0	0	0
K08834	1	0	0	0	1	0
K08835	0	0	0	0	0	1
K08836	1	3	0	1	0	0
K08837	1	0	0	0	0	0
K08838	0	1	0	0	0	0
K08839	0	1	0	0	0	0
K08840	1	0	0	0	0	0
K08841	0	0	1	0	0	0
K08842	0	0	1	0	0	0
K08844	1	0	0	0	0	0
K08850	0	1	0	0	1	0
K08852	0	0	0	1	0	0
K08857	2	0	0	1	2	0
K08860	1	0	0	0	0	1
K08864	1	1	0	1	0	0
K08866	1	0	0	0	0	0
K08867	0	0	0	1	0	1
K08869	3	1	1	4	1	1
K08873	0	0	0	0	0	1
K08874	1	2	0	2	0	0
K08876	0	0	1	0	0	0
K08877	0	0	0	1	0	0
K08881	0	0	0	1	0	0
K08883	0	0	0	1	0	0
K08884	8	4	1	8	3	1
K08887	0	0	1	0	0	0
K08889	3	1	1	0	0	0
K08890	1	1	1	0	0	0
K08891	0	0	1	0	1	0
K08892	0	1	1	0	0	0
K08893	0	2	1	0	0	0
K08894	0	1	0	0	0	0
K08895	0	1	0	0	0	0
K08896	1	0	0	0	0	0
K08900	0	1	1	1	0	0
K08902	0	0	0	0	0	1
K08903	1	1	0	1	0	0
K08907	0	0	0	1	0	1
K08918	1	0	0	0	1	0
K08920	0	0	0	0	1	0
K08928	1	0	0	2	0	0
K08929	0	1	1	1	0	0
K08939	1	0	0	0	0	0
K08955	3	0	1	0	0	0
K08956	5	4	3	3	2	4
K08957	0	0	0	2	1	2
K08958	0	0	0	0	0	1
K08959	0	0	0	2	1	2
K08960	0	0	0	2	1	1
K08963	1	4	0	3	1	3
K08964	0	1	1	0	0	0
K08967	1	0	0	1	0	0
K08973	1	1	0	3	0	0
K08974	0	0	1	0	1	0
K08976	0	0	0	0	0	1
K08977	1	0	0	0	0	0
K08984	0	0	0	1	0	1
K08987	1	0	0	0	0	0
K08990	0	0	0	2	1	0
K08994	1	1	0	2	0	2
K08997	1	1	0	0	0	0
K08998	1	1	0	0	1	1
K08999	0	2	0	2	1	0
K09001	5	0	2	1	2	2
K09005	0	1	0	0	0	0
K09007	0	1	0	2	1	2
K09008	1	0	1	0	0	0
K09011	0	0	0	1	1	1
K09013	5	2	1	5	3	3
K09014	15	10	6	4	8	11
K09015	1	3	1	2	1	1
K09017	1	1	0	1	0	0
K09018	0	1	0	0	0	0
K09019	0	1	0	0	0	0
K09020	0	1	0	0	0	0
K09026	1	0	0	0	0	0
K09056	1	0	0	1	0	0
K09057	1	0	0	1	0	0
K09058	1	0	0	1	0	0
K09075	0	0	0	0	1	0
K09079	0	0	0	0	1	0
K09080	0	0	0	0	1	0
K09081	0	0	0	0	1	0
K09082	0	0	0	0	1	0
K09087	0	0	0	1	0	0
K09090	0	0	0	1	0	0
K09093	1	0	0	0	0	0
K09094	1	0	0	0	0	0
K09097	1	1	0	0	0	0
K09098	1	1	0	0	0	0
K09100	0	1	0	0	0	0
K09117	2	1	3	1	2	2
K09118	2	0	1	1	0	2
K09123	0	0	0	0	1	0
K09125	2	0	1	1	0	1
K09131	1	0	0	0	0	0
K09136	0	0	0	1	0	0
K09137	0	1	0	0	0	0
K09142	0	0	0	1	0	0
K09151	0	0	0	0	0	1
K09157	0	0	0	1	0	0
K09158	1	0	0	0	0	1
K09160	2	0	0	2	0	0
K09164	0	1	1	0	0	0
K09165	1	0	0	0	0	0
K09174	0	1	0	1	0	0
K09176	0	1	0	0	0	0
K09177	0	1	0	0	0	0
K09179	0	1	0	0	0	0
K09180	0	1	0	0	0	0
K09181	1	0	0	1	0	0
K09182	2	0	0	0	0	0
K09183	2	0	0	0	0	0
K09184	1	0	0	0	0	0
K09185	0	0	0	0	0	1
K09201	0	0	0	1	0	0
K09204	0	0	1	0	0	0
K09205	0	0	1	0	0	0
K09206	0	0	1	0	0	0
K09207	0	0	1	1	0	0
K09208	0	0	1	0	0	0
K09209	0	0	1	0	0	0
K09210	0	0	1	0	0	0
K09212	0	0	1	0	0	0
K09223	0	0	1	0	0	0
K09226	0	0	0	0	0	1
K09227	0	0	0	0	0	1
K09228	8	3	8	3	8	2
K09229	4	1	2	0	3	0
K09230	3	1	1	1	2	0
K09237	0	0	0	1	0	0
K09251	0	0	1	1	0	0
K09257	0	0	1	0	0	0
K09267	0	0	0	1	0	0
K09269	0	0	1	0	0	0
K09272	1	1	1	0	0	0
K09275	1	0	0	0	0	0
K09288	0	1	1	0	0	0
K09293	0	0	0	0	0	1
K09294	1	0	0	0	0	0
K09295	1	0	0	0	0	0
K09296	1	0	0	0	0	0
K09297	1	0	0	0	0	0
K09299	1	0	0	0	0	0
K09300	1	0	0	0	0	0
K09301	1	0	0	0	1	0
K09302	0	0	0	0	1	0
K09303	0	0	0	0	1	0
K09304	0	0	0	0	1	0
K09305	0	0	0	0	1	0
K09306	1	0	0	0	0	0
K09308	1	0	0	0	0	0
K09310	0	0	0	0	1	0
K09311	1	0	0	0	1	0
K09313	0	1	0	0	0	0
K09317	0	0	0	0	0	1
K09318	0	0	1	0	0	0
K09323	0	0	0	1	0	0
K09326	0	0	1	0	0	0
K09329	0	0	1	0	0	0
K09330	0	0	1	1	0	0
K09332	0	0	0	1	0	0
K09337	0	0	1	0	0	0
K09343	0	0	1	0	0	0
K09349	0	0	1	0	0	0
K09353	0	0	1	0	0	0
K09355	0	0	0	2	0	0
K09360	0	0	0	0	0	1
K09363	0	1	0	0	0	0
K09364	0	1	0	0	0	0
K09365	0	1	0	0	0	0
K09367	0	1	0	0	0	0
K09369	0	1	0	0	0	0
K09370	0	0	0	1	1	0
K09371	0	0	0	0	1	0
K09372	0	0	0	0	1	0
K09374	0	0	0	0	1	0
K09378	2	2	1	0	0	2
K09379	1	1	1	0	0	1
K09380	1	2	1	0	0	2
K09381	0	0	1	1	0	0
K09382	0	0	0	0	0	1
K09383	0	0	0	0	0	1
K09385	0	0	0	0	0	1
K09386	0	0	0	2	0	2
K09387	0	1	0	1	0	0
K09389	1	0	0	0	0	0
K09390	1	0	0	0	0	0
K09392	0	0	0	1	0	0
K09394	0	0	0	1	0	0
K09395	0	1	0	0	0	1
K09396	0	1	0	1	0	1
K09397	0	0	0	0	0	1
K09398	0	1	0	0	0	1
K09399	0	1	0	1	0	1
K09401	0	1	0	0	0	0
K09404	0	0	0	1	0	0
K09405	0	1	0	1	0	1
K09408	0	0	0	1	0	0
K09410	0	0	0	1	0	0
K09411	0	1	0	1	0	1
K09412	0	0	0	1	0	1
K09414	0	0	0	1	0	0
K09417	0	0	0	1	0	0
K09418	0	0	0	2	0	0
K09419	0	0	0	1	0	0
K09420	0	0	0	2	0	0
K09421	0	0	0	2	0	0
K09422	0	0	0	2	0	0
K09431	0	0	1	0	0	0
K09435	0	0	1	0	0	0
K09436	0	0	1	0	0	0
K09437	0	0	1	0	0	0
K09443	0	0	1	0	0	0
K09448	0	1	0	0	0	0
K09449	0	1	0	0	0	0
K09451	0	0	0	1	0	0
K09452	0	0	1	1	0	0
K09454	1	0	0	0	0	0
K09456	1	0	0	0	0	0
K09457	1	2	0	1	0	0
K09458	16	5	3	12	4	9
K09461	0	1	0	2	0	2
K09471	0	0	0	2	0	4
K09472	0	3	1	2	1	2
K09474	0	0	0	1	0	0
K09478	0	0	0	0	0	1
K09485	1	0	0	0	0	0
K09486	0	0	1	0	0	0
K09487	0	0	0	2	0	1
K09488	2	0	0	0	0	1
K09489	1	0	0	1	0	1
K09490	2	4	1	4	1	4
K09493	1	1	0	1	0	1
K09494	1	0	1	1	0	1
K09495	0	0	0	1	0	1
K09496	1	1	0	1	3	1
K09497	1	1	1	2	0	0
K09498	0	0	0	2	0	1
K09499	0	0	0	2	1	1
K09500	3	0	0	0	0	0
K09502	0	0	0	1	0	1
K09503	2	1	0	1	1	1
K09504	0	1	0	0	0	1
K09505	0	0	0	0	0	1
K09507	0	0	1	0	0	1
K09508	0	0	0	1	0	1
K09510	0	2	1	4	0	1
K09511	0	2	1	1	0	2
K09512	1	1	0	2	0	0
K09514	0	0	0	1	0	0
K09516	0	0	1	3	1	2
K09517	0	1	0	2	0	1
K09519	0	1	0	1	0	0
K09521	1	0	0	0	0	1
K09525	0	2	0	1	0	0
K09527	1	0	0	1	0	1
K09533	0	0	2	0	1	1
K09535	0	0	0	0	0	1
K09536	0	1	0	0	0	0
K09539	0	0	0	0	0	1
K09540	0	1	0	0	0	0
K09550	0	1	0	0	0	0
K09552	0	0	1	1	1	0
K09554	0	0	0	0	1	0
K09563	0	1	1	1	0	0
K09564	0	1	2	2	2	2
K09565	0	1	2	4	1	2
K09566	0	0	1	1	1	1
K09567	0	0	0	2	0	0
K09568	1	1	0	2	0	0
K09569	0	3	0	1	0	1
K09571	1	2	0	0	1	3
K09577	0	0	0	2	0	0
K09578	0	1	0	1	0	0
K09579	0	2	0	0	0	0
K09580	0	0	0	1	0	0
K09584	0	0	0	1	0	0
K09604	1	0	1	1	0	0
K09607	0	0	0	2	0	0
K09609	1	0	0	0	0	0
K09613	1	0	0	1	0	0
K09614	0	0	0	1	0	0
K09624	2	0	0	0	0	2
K09628	0	1	0	1	0	0
K09630	0	1	0	0	0	0
K09635	0	1	0	0	0	0
K09636	0	1	0	0	0	0
K09662	0	0	0	0	1	0
K09663	0	0	0	0	1	0
K09667	1	0	0	0	0	0
K09680	0	0	0	0	0	1
K09686	5	4	0	1	0	2
K09687	11	7	7	8	2	4
K09689	0	2	0	0	0	2
K09690	0	1	0	3	0	1
K09691	0	1	2	5	1	0
K09695	1	0	2	1	0	0
K09696	0	0	0	1	0	0
K09697	1	0	0	1	0	0
K09698	0	0	0	1	1	2
K09699	3	0	0	1	0	0
K09700	1	0	0	0	0	0
K09701	2	1	0	0	0	1
K09702	1	0	0	0	0	0
K09703	0	1	1	0	0	0
K09705	0	0	1	0	0	0
K09709	0	0	0	0	0	1
K09710	1	0	1	2	1	1
K09744	0	0	0	1	0	0
K09747	0	1	0	1	1	1
K09748	3	0	1	0	0	1
K09758	0	0	1	0	0	0
K09760	3	5	0	3	2	2
K09761	3	1	1	3	0	1
K09765	0	0	1	2	0	0
K09767	1	0	0	0	0	2
K09768	0	1	0	2	0	0
K09769	1	0	0	1	0	1
K09771	0	0	0	0	0	1
K09773	0	0	0	0	0	1
K09774	0	0	0	1	0	0
K09776	1	0	0	0	0	0
K09781	0	2	0	1	0	0
K09788	2	4	1	2	0	2
K09791	0	0	0	3	2	0
K09792	1	1	0	0	0	1
K09793	1	0	0	0	0	0
K09796	1	1	0	0	0	0
K09797	1	1	0	0	0	1
K09800	1	1	1	0	2	1
K09801	0	1	0	0	0	0
K09803	0	0	0	0	0	1
K09806	0	0	0	1	0	0
K09808	2	1	2	3	0	4
K09810	7	4	4	6	2	9
K09811	1	1	1	1	0	1
K09812	0	4	2	2	1	3
K09815	0	0	0	1	0	0
K09816	1	1	0	1	0	2
K09818	0	0	0	0	0	1
K09819	2	1	0	1	0	0
K09820	0	1	0	1	0	2
K09822	0	0	0	1	0	1
K09823	1	0	0	1	0	0
K09825	0	0	1	0	0	0
K09826	0	2	0	1	0	0
K09828	1	0	0	0	0	0
K09834	0	1	0	0	0	0
K09835	0	0	0	0	0	1
K09838	1	0	0	0	0	0
K09840	0	0	0	0	1	0
K09845	1	0	0	0	0	0
K09846	0	0	0	0	2	0
K09847	0	0	0	0	1	0
K09858	1	0	0	0	0	0
K09859	0	0	0	0	0	1
K09861	2	1	0	3	1	0
K09862	2	0	0	0	0	0
K09874	0	0	0	0	0	1
K09879	0	0	0	1	0	0
K09880	1	1	2	1	0	0
K09882	4	1	3	3	0	3
K09883	2	2	2	2	2	1
K09888	1	1	0	0	0	1
K09897	0	0	0	1	0	0
K09903	4	1	1	2	3	3
K09919	1	1	0	2	2	1
K09920	0	0	1	0	0	0
K09921	2	1	0	1	1	0
K09927	0	1	0	1	0	2
K09928	0	0	0	1	0	1
K09930	1	2	0	2	1	2
K09931	0	0	0	0	0	1
K09933	2	0	0	0	0	0
K09935	0	0	0	1	0	0
K09936	0	0	0	0	0	1
K09937	0	1	0	1	0	0
K09940	0	0	0	1	0	0
K09941	0	1	0	0	2	2
K09942	1	0	0	0	1	1
K09948	1	1	1	3	1	1
K09949	0	1	0	0	0	1
K09950	0	0	0	1	0	0
K09951	0	0	0	1	0	0
K09954	1	0	1	0	1	1
K09955	1	0	0	1	0	0
K09956	0	0	0	1	0	0
K09958	1	0	1	1	0	1
K09962	0	0	0	0	1	0
K09966	0	0	0	3	0	1
K09967	3	1	1	1	0	1
K09969	1	0	1	3	0	5
K09970	1	2	0	3	1	3
K09971	2	1	0	0	2	0
K09972	4	2	1	5	0	1
K09983	0	0	0	1	0	0
K09984	0	0	1	0	0	2
K09985	0	2	0	0	0	1
K09986	0	1	0	1	0	2
K09987	0	0	0	0	0	1
K09988	0	1	0	1	0	0
K09989	3	3	1	4	1	3
K09992	1	0	0	0	0	0
K09995	0	0	1	0	0	0
K10001	0	0	0	1	0	0
K10004	1	1	1	1	0	1
K10008	4	2	1	2	0	1
K10010	1	1	0	1	0	1
K10017	4	0	0	1	0	2
K10021	2	0	0	0	0	2
K10025	1	0	0	1	0	1
K10026	2	1	0	2	0	0
K10027	3	8	2	3	2	2
K10038	2	0	0	2	0	2
K10039	0	0	0	1	0	0
K10040	1	0	0	0	0	0
K10041	7	2	0	5	0	2
K10046	0	0	0	0	0	1
K10047	0	0	1	0	0	0
K10056	0	0	1	0	1	0
K10084	0	4	1	0	0	0
K10085	0	0	1	1	0	0
K10086	1	0	1	0	0	0
K10104	0	2	3	0	0	0
K10107	0	0	0	0	0	1
K10109	0	1	0	0	0	0
K10111	8	8	0	6	4	7
K10112	8	11	1	4	4	8
K10116	2	2	0	2	3	2
K10118	0	0	0	1	0	0
K10125	1	3	1	0	1	1
K10126	1	0	1	1	1	1
K10133	0	0	0	0	0	1
K10141	0	0	1	0	0	0
K10144	0	1	0	0	0	0
K10146	0	0	0	1	0	0
K10159	1	0	0	0	0	0
K10189	0	0	1	0	0	0
K10190	1	0	0	0	0	0
K10191	6	6	0	3	3	5
K10195	2	1	0	0	0	0
K10206	1	2	2	3	0	1
K10210	1	0	0	0	0	0
K10215	0	1	0	0	1	0
K10217	0	0	0	0	0	1
K10218	1	0	0	1	0	0
K10219	0	0	1	0	0	0
K10221	0	0	0	0	2	1
K10227	0	1	1	0	0	0
K10228	0	1	0	1	0	0
K10229	0	2	1	0	0	0
K10230	8	10	0	6	4	8
K10231	1	3	0	1	0	0
K10232	4	0	0	1	0	3
K10233	1	1	2	2	0	0
K10234	0	0	0	1	0	0
K10235	3	6	0	5	2	1
K10236	1	0	0	0	0	0
K10239	3	4	0	2	2	1
K10243	3	5	0	2	2	3
K10249	0	0	0	0	0	1
K10253	0	0	0	0	0	1
K10254	0	0	0	3	0	0
K10255	1	0	0	0	0	0
K10257	1	0	0	0	0	0
K10260	0	0	1	0	0	1
K10268	0	0	1	0	0	0
K10273	0	0	0	0	1	0
K10276	1	0	0	1	0	0
K10289	0	1	1	0	0	0
K10295	0	0	0	0	0	1
K10297	1	1	0	0	0	0
K10306	1	0	1	0	0	0
K10319	0	0	1	0	0	0
K10325	0	0	1	0	0	0
K10345	0	0	0	0	1	1
K10352	3	3	1	8	0	3
K10354	2	9	7	4	4	1
K10355	2	9	7	4	4	1
K10356	1	3	0	2	0	1
K10357	1	2	0	3	2	0
K10358	0	0	0	1	0	1
K10359	0	2	0	2	0	0
K10360	0	1	0	0	0	0
K10361	0	2	0	0	0	0
K10362	0	0	0	1	0	0
K10365	0	0	0	0	0	1
K10366	0	1	0	0	2	0
K10369	0	0	1	0	0	0
K10380	0	0	1	1	0	0
K10382	0	0	0	1	0	0
K10389	0	0	0	2	0	1
K10392	1	4	5	6	1	1
K10393	0	1	0	4	0	1
K10394	1	2	3	6	3	0
K10395	1	0	3	2	1	0
K10396	0	2	0	0	0	0
K10397	0	0	0	3	0	0
K10398	0	1	0	2	0	0
K10399	0	0	1	0	0	0
K10400	1	1	0	1	0	0
K10401	0	1	4	3	0	1
K10405	1	0	0	1	0	0
K10406	0	0	1	0	0	0
K10408	5	5	12	8	3	2
K10410	1	0	0	0	0	0
K10413	2	1	5	11	4	2
K10414	3	1	5	1	1	1
K10415	0	0	2	0	0	0
K10416	1	0	0	0	0	1
K10417	0	0	0	1	0	0
K10418	1	0	0	0	0	0
K10419	0	0	1	0	0	0
K10422	0	1	0	0	0	0
K10423	0	1	0	0	0	1
K10427	0	0	1	0	0	0
K10428	0	1	0	0	0	0
K10439	0	1	1	1	0	0
K10440	2	2	1	2	2	2
K10441	6	0	1	3	2	1
K10442	0	0	0	1	0	0
K10443	0	0	1	0	0	0
K10456	1	0	0	0	0	0
K10457	0	0	0	1	0	0
K10478	1	0	0	0	0	0
K10481	0	0	0	0	0	1
K10482	1	0	0	0	0	0
K10491	0	0	0	1	0	0
K10518	1	0	0	0	0	0
K10520	1	0	0	0	0	0
K10523	1	1	0	0	0	0
K10530	1	0	0	0	0	0
K10536	1	0	1	0	0	0
K10539	1	0	0	2	0	0
K10542	2	0	0	1	0	0
K10543	1	0	1	0	0	2
K10544	0	0	0	2	2	2
K10545	2	0	0	1	0	0
K10548	1	0	0	1	1	0
K10552	1	1	1	2	0	0
K10553	0	1	0	3	1	2
K10554	2	0	0	1	1	1
K10559	1	0	0	0	0	0
K10560	0	0	0	0	1	0
K10561	0	0	0	1	0	0
K10563	2	3	0	2	2	1
K10573	0	0	0	1	0	0
K10574	0	0	0	1	0	0
K10576	0	0	0	2	0	0
K10577	0	0	0	0	0	1
K10579	0	0	1	1	3	0
K10580	1	0	0	0	0	0
K10581	0	0	0	0	0	1
K10582	1	1	1	0	0	0
K10583	0	0	0	0	1	0
K10586	0	0	0	0	0	1
K10587	0	1	0	0	0	0
K10589	1	0	1	2	0	0
K10590	2	1	0	1	0	1
K10591	0	2	0	0	0	2
K10592	1	0	0	3	1	1
K10593	1	0	0	0	0	0
K10594	0	0	0	0	1	0
K10595	1	3	1	0	0	1
K10597	0	0	1	0	0	0
K10598	0	2	0	0	0	1
K10599	0	0	0	1	1	0
K10609	0	2	3	0	0	0
K10610	0	1	0	0	1	0
K10612	0	0	1	0	0	0
K10625	0	0	0	0	0	1
K10626	0	0	0	1	0	1
K10630	1	0	0	0	0	0
K10631	0	0	1	0	0	0
K10645	0	2	1	0	0	2
K10646	0	1	0	0	0	0
K10649	1	0	0	0	0	0
K10661	1	1	0	0	0	0
K10676	1	0	0	0	1	1
K10680	5	3	1	0	0	1
K10685	0	1	0	0	0	0
K10686	0	2	0	0	0	0
K10687	0	0	0	0	2	0
K10688	1	0	0	1	0	0
K10691	2	2	0	0	1	0
K10693	0	0	2	2	1	0
K10696	1	0	0	0	0	1
K10699	0	0	0	1	0	0
K10704	0	0	1	0	0	0
K10705	1	2	0	1	0	1
K10715	0	0	0	1	0	0
K10726	0	1	1	1	0	1
K10730	1	0	1	1	0	0
K10732	0	0	0	0	1	0
K10737	0	1	0	0	1	0
K10742	0	0	1	0	0	0
K10746	0	1	0	0	0	0
K10747	1	1	1	1	0	1
K10751	2	0	0	0	0	0
K10752	1	0	0	1	0	0
K10753	0	0	1	1	0	0
K10754	0	0	3	0	0	0
K10755	0	0	0	1	0	2
K10756	1	1	0	1	2	1
K10764	2	3	1	1	1	6
K10765	0	0	0	0	0	1
K10767	0	0	1	0	0	0
K10768	1	0	0	0	0	0
K10771	0	1	0	2	0	0
K10773	7	1	2	5	2	1
K10774	1	0	0	0	0	0
K10778	5	4	0	1	0	1
K10779	0	0	0	1	0	0
K10783	0	1	0	1	0	1
K10797	1	0	0	0	0	0
K10799	0	1	2	0	0	0
K10800	0	0	0	0	1	0
K10804	1	1	0	1	0	0
K10805	1	1	0	3	0	1
K10807	2	8	2	1	1	4
K10808	1	2	0	2	2	2
K10812	1	0	0	0	0	0
K10817	2	3	0	1	0	0
K10819	2	1	2	3	2	1
K10826	2	0	0	0	0	0
K10827	0	1	1	0	1	1
K10830	0	1	0	1	0	0
K10834	2	4	2	4	1	2
K10835	0	1	0	0	0	0
K10836	1	0	0	0	0	0
K10838	0	0	0	1	0	0
K10840	0	0	0	1	0	0
K10841	1	1	2	1	0	0
K10843	0	1	0	2	0	0
K10844	0	0	0	2	1	0
K10846	0	1	0	1	0	0
K10849	0	0	0	2	0	0
K10860	0	0	0	0	0	1
K10862	0	0	0	1	0	0
K10865	0	0	0	0	1	0
K10866	2	0	0	0	0	0
K10872	0	1	0	0	0	0
K10875	0	0	1	1	1	0
K10876	0	0	0	2	0	0
K10877	0	0	0	0	1	0
K10878	1	0	0	0	0	1
K10896	1	0	0	0	0	0
K10899	2	0	0	0	1	0
K10900	0	0	0	1	1	1
K10901	1	0	1	1	1	2
K10902	0	0	0	0	0	1
K10907	0	0	0	1	0	0
K10908	0	0	0	1	0	0
K10912	0	2	0	0	1	1
K10921	1	0	1	0	0	0
K10941	6	2	0	3	1	2
K10942	1	0	1	0	0	0
K10943	2	3	1	1	2	1
K10949	0	0	0	1	0	0
K10951	1	1	0	0	0	0
K10956	1	0	0	3	0	0
K10960	0	0	0	0	1	2
K10979	0	0	0	0	1	0
K11004	4	0	0	1	0	1
K11065	0	0	0	0	0	3
K11068	1	0	0	0	0	0
K11069	1	1	0	1	0	0
K11070	0	1	0	3	0	0
K11071	2	0	0	0	0	1
K11072	3	4	3	3	3	3
K11073	0	2	0	0	0	0
K11074	0	1	0	0	0	0
K11076	2	2	1	2	0	2
K11080	1	1	0	0	0	0
K11085	13	10	3	10	8	4
K11086	0	0	1	0	0	0
K11089	1	0	0	1	1	0
K11091	0	0	0	1	0	0
K11092	1	0	0	1	0	0
K11098	0	0	0	1	0	0
K11100	0	0	1	0	0	0
K11108	0	0	0	0	1	0
K11131	0	1	0	3	0	0
K11135	1	0	0	0	0	0
K11136	1	1	1	1	2	1
K11140	2	2	2	1	0	0
K11141	2	1	1	1	0	0
K11142	1	0	0	3	1	1
K11143	0	0	0	1	0	0
K11152	2	0	0	0	0	0
K11159	0	0	2	1	2	1
K11163	0	0	0	0	1	0
K11166	0	0	0	1	0	0
K11173	0	0	0	1	0	0
K11175	1	1	1	2	0	1
K11177	0	0	0	1	0	0
K11179	0	1	0	0	0	0
K11180	0	1	0	0	0	0
K11181	2	0	0	0	0	1
K11182	0	0	0	0	1	0
K11183	0	1	0	0	0	2
K11186	0	0	0	1	0	1
K11187	1	0	0	0	0	0
K11188	0	2	0	3	0	0
K11189	2	1	0	1	1	1
K11202	0	0	0	1	0	0
K11203	0	0	0	1	0	0
K11204	0	0	1	1	0	0
K11209	4	1	3	1	0	3
K11212	0	0	0	1	0	0
K11224	0	0	0	1	0	0
K11229	0	0	0	1	0	0
K11247	0	0	1	0	0	0
K11251	18	27	35	7	23	19
K11252	22	24	30	7	20	25
K11253	12	23	32	13	26	24
K11254	25	38	49	11	33	31
K11262	2	1	2	4	0	4
K11263	6	2	2	1	4	5
K11267	0	1	0	0	0	0
K11269	0	2	0	0	0	0
K11273	0	1	0	0	0	0
K11274	0	1	1	0	0	1
K11275	11	23	29	4	20	17
K11292	2	0	0	0	0	0
K11293	1	0	0	1	0	0
K11298	0	1	0	0	0	0
K11304	1	1	0	1	0	0
K11305	0	1	0	1	0	0
K11306	0	1	0	1	0	0
K11307	0	1	0	2	0	0
K11308	1	1	0	1	0	2
K11312	0	0	0	1	0	1
K11319	0	0	1	2	1	0
K11320	1	1	0	1	0	0
K11322	0	0	1	0	0	0
K11324	0	0	1	0	0	0
K11329	0	0	0	3	0	0
K11330	1	0	0	0	0	0
K11332	0	0	1	0	0	0
K11333	3	2	0	0	0	1
K11334	1	0	0	1	0	2
K11335	0	0	0	2	0	1
K11337	0	1	0	0	0	1
K11338	2	0	0	3	0	0
K11340	0	0	0	0	0	1
K11341	0	2	0	0	0	0
K11345	0	0	1	1	0	0
K11346	0	0	1	2	0	0
K11348	1	0	0	1	0	0
K11349	1	0	0	1	0	0
K11350	1	0	0	1	0	0
K11354	1	0	0	2	0	0
K11357	0	0	0	0	0	1
K11365	1	0	0	0	0	0
K11366	0	0	1	0	0	0
K11367	1	1	1	2	1	0
K11374	0	1	0	0	0	0
K11378	0	1	0	0	0	0
K11379	0	0	1	0	0	0
K11380	1	0	0	1	0	0
K11381	6	5	3	6	2	8
K11383	0	0	0	2	0	0
K11384	1	1	0	0	0	0
K11390	0	0	1	0	0	0
K11392	1	0	0	0	0	0
K11396	0	0	1	1	0	0
K11404	0	0	0	0	0	1
K11406	0	2	0	0	1	0
K11407	2	3	0	0	1	0
K11408	0	1	0	0	0	0
K11409	0	2	0	0	0	0
K11410	0	0	0	0	1	0
K11412	0	0	0	0	0	1
K11420	0	0	0	1	0	0
K11427	0	0	1	0	0	0
K11429	0	0	1	0	0	0
K11430	0	0	0	0	0	1
K11434	0	1	1	3	0	1
K11436	0	0	0	0	0	1
K11439	0	0	0	3	0	0
K11445	0	0	0	1	0	0
K11446	0	1	0	2	0	2
K11447	0	0	0	1	0	0
K11449	0	1	0	1	0	0
K11450	0	3	1	0	1	0
K11459	0	0	0	0	0	1
K11461	1	0	0	0	0	0
K11465	1	0	0	0	0	0
K11471	0	0	0	0	0	1
K11472	2	1	0	1	1	0
K11473	2	3	1	1	0	4
K11479	0	1	0	0	0	0
K11480	0	1	0	0	0	0
K11481	0	1	0	1	0	0
K11488	1	0	0	1	0	0
K11494	0	1	0	0	1	0
K11498	0	0	0	0	0	1
K11517	1	1	0	0	0	0
K11518	0	0	1	0	0	0
K11519	0	0	1	0	0	0
K11522	0	0	0	1	0	0
K11523	0	1	0	0	0	0
K11525	1	1	1	1	0	0
K11526	0	0	0	1	0	0
K11527	4	2	1	2	2	3
K11532	0	0	1	1	0	0
K11536	0	0	1	0	1	2
K11538	2	1	0	1	0	2
K11540	0	2	1	3	2	3
K11541	0	1	0	3	2	3
K11548	0	0	0	1	0	0
K11583	2	0	0	0	0	1
K11584	2	2	0	1	1	1
K11592	2	0	1	1	0	0
K11593	1	1	1	1	0	0
K11594	2	0	1	2	1	0
K11596	1	1	0	1	0	0
K11600	0	0	0	0	1	1
K11602	1	0	0	0	0	0
K11603	0	1	0	0	0	1
K11604	0	0	0	1	0	2
